,pat,entity A,entity B,apis
266,convert (.*) to (.*),['ffff'],['byte'],['java.lang.Integer.parseInt']
267,convert (.*) to (.*),"['a', 'hashmap']","['cucumber', 'datatable']",['java.util.Arrays.asList']
268,convert (.*) to (.*),"['argb', 'color']",['hex'],['java.lang.String.format']
269,convert (.*) to (.*),"['a', 'imageview']",['inputstream'],['javax.imageio.ImageIO.write']
270,convert (.*) to (.*),"['captured', 'group']","['special', 'character']","['java.lang.Character.toString', 'java.util.regex.Pattern.compile']"
271,convert (.*) to (.*),['int'],"['calendar', 'object']","['java.util.GregorianCalendar.from', 'java.time.ZonedDateTime.now']"
272,convert (.*) to (.*),['floatbuffer'],['byte'],['java.nio.ByteBuffer.allocate']
273,convert (.*) to (.*),"['from', 'string']","['enum', 'dynamically']",['java.lang.Enum.valueOf']
274,convert (.*) to (.*),"['a', 'bufferedimage']",['gif'],['javax.imageio.ImageIO.write']
275,convert (.*) to (.*),['string'],['sometype'],['java.lang.Integer.parseInt']
276,convert (.*) to (.*),"['java', 'floats']",['c'],['java.nio.ByteBuffer.allocateDirect']
277,convert (.*) to (.*),"['a', 'double']",['double'],['java.util.stream.Stream.of']
278,convert (.*) to (.*),"['long', 'timestamp']","['shorter', 'timestamp']",['java.util.Calendar.getInstance']
279,convert (.*) to (.*),['radiant'],['degrees'],"['java.lang.Math.toDegrees', 'java.lang.Math.toRadians']"
280,convert (.*) to (.*),['string'],['int'],['java.lang.Integer.parseInt']
281,convert (.*) to (.*),['byte'],"['hexadecimal', 'string']",['java.lang.String.format']
282,convert (.*) to (.*),"['byte', 'cp']","['byte', 'utf']",['java.nio.charset.Charset.availableCharsets']
283,convert (.*) to (.*),['gregoriancalendar'],['xmlgregoriancalendar'],['javax.xml.datatype.DatatypeFactory.newInstance']
284,convert (.*) to (.*),"['byte', 'array']",['outputstream'],['java.lang.System.currentTimeMillis']
285,convert (.*) to (.*),"['java', 'thread']",['kotlin'],['java.lang.Thread.sleep']
286,convert (.*) to (.*),['bufferedimage'],"['an', 'int']","['javax.imageio.ImageIO.read', 'javax.imageio.ImageIO.write']"
287,convert (.*) to (.*),"['a', 'string']",['chararray'],"['javax.crypto.SecretKeyFactory.getInstance', 'java.util.Arrays.sort']"
288,convert (.*) to (.*),['xml'],"['other', 'format']",['javax.xml.transform.TransformerFactory.newInstance']
289,convert (.*) to (.*),"['c', 'method']",['java'],['java.nio.ByteBuffer.allocate']
290,convert (.*) to (.*),"['binary', 'file']",['object'],['java.nio.channels.FileChannel.map']
291,convert (.*) to (.*),['char'],['string'],['java.util.Arrays.toString']
292,convert (.*) to (.*),['double'],['string'],"['java.lang.Double.parseDouble', 'java.lang.String.valueOf']"
293,convert (.*) to (.*),"['double', 'array']","['string', 'array']",['java.util.Arrays.toString']
294,convert (.*) to (.*),"['image', 'object']","['base', 'image']",['javax.imageio.ImageIO.write']
295,convert (.*) to (.*),"['deeptostring', 'back']","['d', 'array']",['java.util.Arrays.deepToString']
296,convert (.*) to (.*),['integer'],['hex'],['javax.xml.bind.DatatypeConverter.printHexBinary']
297,convert (.*) to (.*),"['jalali', 'calendar']",['georgian'],"['java.time.chrono.HijrahDate.from', 'java.time.LocalDate.of']"
298,convert (.*) to (.*),"['all', 'images']",['png'],"['javax.imageio.ImageIO.read', 'javax.imageio.ImageIO.write']"
299,convert (.*) to (.*),['stringwithformat'],['java'],"['java.lang.String.valueOf', 'java.lang.String.format']"
300,convert (.*) to (.*),"['gregorian', 'days']","['gregorian', 'date']",['java.lang.Math.round']
301,convert (.*) to (.*),"['from', 'float']",['int'],['java.lang.Float.parseFloat']
302,convert (.*) to (.*),"['a', 'string']",['ccsid'],['java.lang.String.getBytes']
303,convert (.*) to (.*),['time'],"['arab', 'timezone']","['java.text.DateFormat.getDateTimeInstance', 'java.time.LocalDateTime.parse', 'java.time.format.DateTimeFormatter.ofPattern', 'java.time.ZoneId.of', 'java.time.ZoneId.systemDefault']"
304,convert (.*) to (.*),['epoch'],['date'],['java.util.Calendar.getInstance']
305,convert (.*) to (.*),['in'],"['list', 'map']",['java.lang.String.split']
306,convert (.*) to (.*),['object'],"['double', 'scriptengine']",['java.lang.Double.parseDouble']
307,convert (.*) to (.*),['image'],['bufferedimage'],"['javax.imageio.ImageIO.read', 'java.awt.Toolkit.getDefaultToolkit']"
308,convert (.*) to (.*),"['gmt', 'time']","['local', 'time']",['java.lang.Math.floor']
309,convert (.*) to (.*),"['string', 'array']",['list'],['java.util.Arrays.asList']
310,convert (.*) to (.*),['character'],['string'],"['java.io.PrintStream.print', 'java.lang.Character.toChars']"
311,convert (.*) to (.*),['pddocument'],"['base', 'string']",['java.util.Base64.getEncoder']
312,convert (.*) to (.*),"['offsetdatetime', 'string']","['zoneddatetime', 'java']","['java.time.LocalDateTime.parse', 'java.time.OffsetDateTime.parse']"
313,convert (.*) to (.*),"['hex', 'utf']",['utf'],['java.time.OffsetDateTime.parse']
314,convert (.*) to (.*),['epoch'],"['mysql', 'timestamp']",['java.util.Calendar.getInstance']
315,convert (.*) to (.*),"['from', 'byte']",['long'],['java.nio.ByteBuffer.wrap']
316,convert (.*) to (.*),['int'],['integer'],['java.lang.Integer.valueOf']
317,convert (.*) to (.*),['string'],['integer'],['java.lang.Integer.parseInt']
318,convert (.*) to (.*),"['stream', 'string']","['stream', 'string']","['java.util.Arrays.stream', 'java.nio.file.Files.lines']"
319,convert (.*) to (.*),['chars'],"['a', 'string']",['java.lang.String.valueOf']
320,convert (.*) to (.*),['string'],['double'],['java.util.Arrays.toString']
321,convert (.*) to (.*),"['negative', 'double']","['binary', 'representation']","['java.lang.Long.toBinaryString', 'java.lang.Double.doubleToLongBits', 'java.lang.Double.parseDouble']"
322,convert (.*) to (.*),"['base', 'string']",['sha'],"['java.util.Base64.getEncoder', 'java.security.MessageDigest.getInstance']"
323,convert (.*) to (.*),['hexstring'],"['swt', 'color']",['java.awt.Color.decode']
324,convert (.*) to (.*),['byteswritable'],['byte'],['java.util.Arrays.copyOf']
325,convert (.*) to (.*),"['from', 'ascii']",['decimal'],['java.lang.String.valueOf']
326,convert (.*) to (.*),"['nested', 'loops']","['nested', 'streams']","['java.util.Arrays.stream', 'java.util.stream.IntStream.range']"
327,convert (.*) to (.*),['subjectpublickeyinfo'],"['java', 'publickey']",['java.security.KeyFactory.getInstance']
328,convert (.*) to (.*),['string'],"['javardd', 'string']",['java.util.UUID.randomUUID']
329,convert (.*) to (.*),['xml'],['jaxb'],"['javax.xml.bind.JAXBContext.newInstance', 'javax.xml.parsers.SAXParserFactory.newInstance']"
330,convert (.*) to (.*),['int'],['string'],['java.lang.String.valueOf']
331,convert (.*) to (.*),['string'],['epoch'],['java.time.format.DateTimeFormatter.ofPattern']
332,convert (.*) to (.*),"['java', 'code']","['jython', 'code']",['java.lang.management.ManagementFactory.getOperatingSystemMXBean']
333,convert (.*) to (.*),"['a', 'bytearray']",['jar'],['java.net.URL.setURLStreamHandlerFactory']
334,convert (.*) to (.*),"['list', 'string']","['list', 'dto']",['java.util.Arrays.asList']
335,convert (.*) to (.*),"['from', 'void']",['list'],['java.util.Collections.sort']
336,convert (.*) to (.*),"['jar', 'url']",['file'],['java.net.URI.create']
337,convert (.*) to (.*),"['an', 'array']","['hierarchical', 'jsonarray']","['java.util.Objects.equals', 'java.util.Arrays.asList', 'java.util.Objects.hash']"
338,convert (.*) to (.*),"['indian', 'currency']",['double'],['java.lang.Double.parseDouble']
339,convert (.*) to (.*),"['net', 'guid']",['bindata'],"['java.util.Base64.getEncoder', 'java.util.UUID.fromString', 'java.nio.ByteBuffer.wrap']"
340,convert (.*) to (.*),['apfloat'],['bigdecimal'],"['java.math.BigDecimal.valueOf', 'java.lang.Double.toString']"
341,convert (.*) to (.*),"['from', 'string']",['integer'],['java.lang.Integer.valueOf']
342,convert (.*) to (.*),"['local', 'time']","['ldap', 'timestamp']","['java.time.Duration.between', 'java.time.ZoneId.of', 'java.time.Instant.parse', 'java.time.LocalDate.now']"
343,convert (.*) to (.*),"['null', 'checks']",['optional'],['java.util.Optional.ofNullable']
344,convert (.*) to (.*),"['database', 'time']","['ist', 'datetime']",['java.time.LocalDate.now']
345,convert (.*) to (.*),"['hexadecimal', 'number']","['long', 'integer']","['java.lang.Long.parseLong', 'java.lang.String.valueOf']"
346,convert (.*) to (.*),"['certain', 'regions']","['lower', 'string']",['java.util.regex.Pattern.compile']
347,convert (.*) to (.*),"['month', 'name']","['date', 'range']",['java.time.YearMonth.of']
348,convert (.*) to (.*),"['an', 'image']",['int'],['javax.imageio.ImageIO.read']
349,convert (.*) to (.*),['files'],"['io', 'files']","['javax.imageio.ImageIO.read', 'javax.imageio.ImageIO.write']"
350,convert (.*) to (.*),"['net', 'date']",['localdatetime'],"['java.util.regex.Pattern.quote', 'java.util.regex.Pattern.compile']"
351,convert (.*) to (.*),['format'],"['t', 'format']",['java.time.LocalDateTime.parse']
352,convert (.*) to (.*),"['dimensional', 'array']",['set'],['java.util.Arrays.stream']
353,convert (.*) to (.*),['string'],['xml'],['javax.xml.transform.TransformerFactory.newInstance']
354,convert (.*) to (.*),['csv'],['multimap'],"['java.lang.Integer.parseInt', 'java.lang.Float.parseFloat']"
355,convert (.*) to (.*),"['any', 'image']",['jpg'],"['javax.imageio.ImageIO.write', 'java.awt.image.ColorModel.getRGBdefault', 'javax.imageio.ImageIO.read', 'java.util.Objects.requireNonNull', 'java.awt.image.Raster.createInterleavedRaster']"
356,convert (.*) to (.*),"['hexadecimal', 'value']",['ascii'],['java.lang.Integer.parseInt']
357,convert (.*) to (.*),['text'],['url'],['java.net.URLEncoder.encode']
358,convert (.*) to (.*),"['string', 'array']","['stringbuilder', 'array']","['java.util.Arrays.stream', 'java.util.Arrays.setAll', 'java.util.stream.IntStream.range', 'java.util.Objects.requireNonNull']"
359,convert (.*) to (.*),['shortbuffer'],['buffer'],['java.nio.ShortBuffer.wrap']
360,convert (.*) to (.*),['dictionary'],"['sqlite', 'database']",['java.util.regex.Pattern.compile']
361,convert (.*) to (.*),['integer'],['int'],['java.util.Arrays.stream']
362,convert (.*) to (.*),"['optional', 't']","['stream', 't']",['java.util.Optional.of']
363,convert (.*) to (.*),['socket'],"['tls', 'error']",['java.lang.System.getProperties']
364,convert (.*) to (.*),"['a', 'string']",['zoneddatetime'],['java.time.OffsetDateTime.parse']
365,convert (.*) to (.*),"['iterative', 'function']",['recursion'],['java.lang.String.valueOf']
366,convert (.*) to (.*),['interface'],"['rmi', 'interface']","['java.rmi.registry.LocateRegistry.createRegistry', 'java.rmi.Naming.rebind']"
367,convert (.*) to (.*),"['short', 'url']","['complete', 'url']",['java.net.URLEncoder.encode']
368,convert (.*) to (.*),['date'],"['int', 'array']",['java.util.Calendar.getInstance']
369,convert (.*) to (.*),"['enum', 'array']","['integer', 'value']",['java.util.stream.Stream.of']
370,convert (.*) to (.*),['them'],"['java', 'object']",['javax.xml.parsers.DocumentBuilderFactory.newInstance']
371,convert (.*) to (.*),['string'],['int'],['java.lang.Double.parseDouble']
372,convert (.*) to (.*),"['string', 'values']",['dates'],"['java.time.LocalDateTime.parse', 'java.time.format.DateTimeFormatter.ofPattern']"
373,convert (.*) to (.*),['bytes'],"['single', 'variable']",['java.lang.System.arraycopy']
374,convert (.*) to (.*),['byte'],['image'],['javax.imageio.ImageIO.read']
375,convert (.*) to (.*),['string'],['localdatetime'],"['java.time.LocalDateTime.parse', 'java.time.format.DateTimeFormatter.ofPattern']"
376,convert (.*) to (.*),"['a', 'string']","['an', 'integer']",['java.lang.Integer.parseInt']
377,convert (.*) to (.*),['string'],['byte'],['java.lang.Integer.parseInt']
378,convert (.*) to (.*),"['random', 'string']",['enum'],['java.util.stream.Stream.of']
379,convert (.*) to (.*),['bytesref'],['float'],['java.nio.ByteBuffer.wrap']
380,convert (.*) to (.*),"['an', 'array']","['json', 'java']","['java.util.Arrays.toString', 'java.util.Arrays.stream']"
381,convert (.*) to (.*),"['int', 'array']",['directions'],['java.lang.Math.abs']
382,convert (.*) to (.*),"['several', 'strings']","['image', 'format']",['java.awt.print.PrinterJob.getPrinterJob']
383,convert (.*) to (.*),"['from', 'string']",['integer'],['java.lang.Long.parseLong']
384,convert (.*) to (.*),['tiff'],['jpg'],"['javax.imageio.ImageIO.read', 'javax.imageio.ImageIO.write']"
385,convert (.*) to (.*),"['from', 'string']",['int'],"['javax.swing.JOptionPane.showInputDialog', 'java.lang.Integer.parseInt']"
386,convert (.*) to (.*),['employee'],"['optional', 'u']",['java.util.Optional.ofNullable']
387,convert (.*) to (.*),['heapbytebuffer'],['file'],['javax.sound.sampled.AudioSystem.getAudioInputStream']
388,convert (.*) to (.*),"['decimal', 'base']","['hexadecimal', 'base']",['java.lang.String.format']
389,convert (.*) to (.*),['imagicon'],['image'],['javax.imageio.ImageIO.write']
390,convert (.*) to (.*),['double'],['int'],"['java.lang.Integer.parseInt', 'javax.swing.JOptionPane.showMessageDialog']"
391,convert (.*) to (.*),"['from', 'byte']",['doublebuffer'],['java.nio.ByteBuffer.wrap']
392,convert (.*) to (.*),"['string', 'array']",['int'],['java.lang.Integer.parseInt']
393,convert (.*) to (.*),['double'],"['string', 'directly']",['java.text.NumberFormat.getNumberInstance']
394,convert (.*) to (.*),['it'],"['another', 'type']","['java.lang.Integer.toString', 'java.lang.Integer.valueOf']"
395,convert (.*) to (.*),"['this', 'string']",['date'],"['java.time.ZonedDateTime.parse', 'java.time.format.DateTimeFormatter.ofPattern']"
396,convert (.*) to (.*),"['from', 'string']",['int'],"['java.time.LocalTime.of', 'java.time.LocalTime.parse']"
397,convert (.*) to (.*),['string'],"['datetime', 'java']","['java.util.Optional.of', 'java.time.LocalDateTime.parse', 'java.util.regex.Pattern.compile', 'java.util.logging.Logger.getLogger', 'java.util.Optional.empty']"
398,convert (.*) to (.*),['image'],['byte'],['java.awt.geom.AffineTransform.getScaleInstance']
399,convert (.*) to (.*),"['from', 'double']",['class'],['java.lang.Math.sqrt']
400,convert (.*) to (.*),['string'],['integer'],['java.lang.Integer.parseInt']
401,convert (.*) to (.*),['int'],['string'],"['java.lang.Integer.toString', 'java.util.Arrays.deepToString']"
402,convert (.*) to (.*),['literals'],['objects'],['java.lang.Class.forName']
403,convert (.*) to (.*),"['a', 'list']","['multidimensional', 'map']","['java.util.stream.Collectors.groupingBy', 'java.util.stream.Collectors.mapping']"
404,convert (.*) to (.*),"['encoded', 'string']","['readable', 'string']",['java.net.URLDecoder.decode']
405,convert (.*) to (.*),"['an', 'integer']","['a', 'string']",['java.lang.Integer.toString']
406,convert (.*) to (.*),"['date', 'string']",['characters'],['java.math.BigInteger.valueOf']
407,convert (.*) to (.*),"['a', 'string']","['a', 'guid']",['java.util.UUID.fromString']
408,convert (.*) to (.*),['decimal'],['integer'],['java.lang.Math.round']
409,convert (.*) to (.*),"['from', 'uri']","['location', 'object']",['java.lang.Double.valueOf']
410,convert (.*) to (.*),"['an', 'int']","['an', 'int']","['java.lang.Math.abs', 'java.lang.String.valueOf']"
411,convert (.*) to (.*),"['the', 'number']","['a', 'hex']",['java.lang.Integer.toHexString']
412,convert (.*) to (.*),"['string', 'value']",['type'],"['java.lang.Class.forName', 'java.lang.Class.newInstance', 'java.lang.Class.getName']"
413,convert (.*) to (.*),['string'],['datatime'],"['java.time.LocalDateTime.parse', 'java.time.format.DateTimeFormatter.ofPattern']"
414,convert (.*) to (.*),['select'],['enum'],['java.lang.Enum.valueOf']
415,convert (.*) to (.*),['bytebuffer'],['string'],"['java.nio.ByteBuffer.allocate', 'java.lang.System.arraycopy', 'java.nio.channels.DatagramChannel.open']"
416,convert (.*) to (.*),['string'],"['localdatetime', 'java']","['java.time.LocalDateTime.parse', 'java.time.format.DateTimeFormatter.ofPattern']"
417,convert (.*) to (.*),['directly'],['integer'],['java.util.Arrays.asList']
418,convert (.*) to (.*),"['list', 'map']",['str'],['java.util.Arrays.toString']
419,convert (.*) to (.*),['double'],"['specific', 'form']",['java.lang.String.format']
420,convert (.*) to (.*),"['some', 'strings']","['class', 'names']",['java.lang.Class.forName']
421,convert (.*) to (.*),"['string', 'binary']",['hexadecimal'],"['java.lang.String.format', 'java.math.BigInteger.valueOf']"
422,convert (.*) to (.*),['int'],"['string', 'array']",['java.lang.String.valueOf']
423,convert (.*) to (.*),['string'],"['local', 'date']","['java.time.LocalDateTime.parse', 'java.time.ZoneId.of', 'java.time.Instant.parse']"
424,convert (.*) to (.*),['number'],"['a', 'letter']",['java.lang.Long.toString']
425,convert (.*) to (.*),"['string', 'like']",['arraylist'],"['java.util.Arrays.asList', 'java.util.regex.Pattern.compile']"
426,convert (.*) to (.*),['it'],['utc'],"['java.time.LocalDateTime.parse', 'java.time.ZoneId.of', 'java.time.LocalTime.of']"
427,convert (.*) to (.*),"['files', 'walk']","['a', 'simplefilevisitor']","['java.nio.file.Files.walkFileTree', 'java.nio.file.Files.walk']"
428,convert (.*) to (.*),"['a', 'string']","['a', 'map']",['java.util.Arrays.stream']
429,convert (.*) to (.*),['xmlgregoriandate'],"['normal', 'date']",['java.time.format.DateTimeFormatter.ofPattern']
